PaisAccidente,Fecha,OperadorAerolinea,TipoAeronave,PasajerosABordo,TripulacionABordo,CantidadFallecidos,MuertesPasajeros,MuertesTripulacion
 Mexico,2000-07-08,Aerocaribe,British Aerospace  BAe Jetstream 32EP,17,2,19,17,2
 Colombia,2000-07-09,CORAL Colombia,Curtiss C-46A-60-CS,15,4,13,9,4
 North Carolina,2000-07-13,Win Win Aviation,de Havilland Canada DHC-6 Twin Otter 200,2,1,1,0,1
 India,2000-07-17,Indian Airlines/Alliance Airlines,Boeing B-737-2A8 Advanced,52,6,55,49,6
 Maine,2000-07-19,Airwave Transport,Grumman G-159 Gulfstream I,0,2,2,0,2
 Bahamas,2000-07-20,Allied Air Freight,Douglas C-47A-10-DK,0,2,2,0,2
 Hawaii,2000-07-21,Blue Hawaiian Helicopters,Aerospatiale AS355-F1,6,1,7,6,1
 France,2000-07-25,Air France,Aerospatiale BAe Concorde 101,100,9,109,100,9
 Nepal,2000-07-27,Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,22,3,25,22,3
 Chile,2000-08-06,Military - Fuerza Aérea de Chile,Casa 212-AB10 Aviocar,10,4,14,10,4
 New Jersey,2000-08-09,Patuxent Airways / Private,Piper Navajo PA-31/ Piper Seminole PA-44,8,3,11,8,3
 Congo,2000-08-12,Staer Air,Antonov AN-26B,21,6,27,21,6
 Bahrain,2000-08-23,Gulf Air,Airbus A320-212,135,8,143,135,8
 Colombia,2000-09-02,Military - Fuerza Aérea Colombiana,Douglas C-47,0,7,7,0,7
 Australia,2000-09-04,Charter - Central Air,Beechcraft SKA 200,7,1,8,7,1
 Mexico,2000-10-06,Aeromexico,McDonnell Douglas DC-9-31,83,5,0,0,0
 Northwest Territories,2000-10-08,Summit Air Charters,Shorts SC.7 Skyvan 3-100,1,2,3,1,2
 Kansas,2000-10-10,Bombardier Aerospace,Canadair CL-600-2B16 Challenger 604,0,3,2,0,2
 Missouri,2000-10-16,Private,Cessna 335,2,1,3,2,1
 Laos,2000-10-19,Lao Aviation,Harbin Yunshuji Y-12-II,15,2,8,8,0
 Republic of Georgia,2000-10-25,Military - Russian Air Force,Ilyushin IL-18D,75,11,86,75,11
 Taiwan,2000-10-31,Singapore Airlines,Boeing B-747-412,159,20,83,79,4
 Angola,2000-10-31,Aca-Ancargo,Antonov AN-26,39,5,44,39,5
 Democratic Republic Congo,2000-11-07,Malu Aviation,Antonov 32B,5,6,2,1,1
 Indiana,2000-11-09,Superior Aviation,Swearingen SA.226TC Metro II,0,1,1,0,1
 Angola,2000-11-15,Asa Pesada,Antonov AN-26,52,5,57,52,5
 Florida,2000-11-20,American Airlines,Airbus A300-600R,105,9,1,0,1
 Indonesia,2001-01-08,Military - Tentara Nasional Indonesia Navy,CASA 212-MP Aviocar 200,0,9,9,0,9
 Alaska,2001-01-23,Majestic Air Cargo,Douglas C-47A-30-DK (DC-3C),0,2,2,0,2
 Venezuela,2001-01-25,Rutaca Airlines,Douglas DC-3C (C47A-DL),20,4,24,20,4
 Colorado,2001-01-27,North Bay Charter,Beech King Air 200 Catpass,8,2,10,8,2
 Colombia,2001-01-31,Lineas Aereas Suramericanas,Sud Aviation SE-210 Caravelle 10R,3,3,3,2,1
 Germany,2001-02-08,E.A.S. Aeroservizi,Learjet 35A,1,2,3,1,2
 Minnesota,2001-02-08,Northern Illinois Flight Center,Swearingen SA.227AT Merlin IVC,4,2,2,0,2
 Suriname,2001-02-10,Gum Air Charter,GAF Nomad N24A,9,1,10,9,1
 Scotland,2001-02-27,Loganair,Shorts 360-100,0,2,2,0,2
 Georgia,2001-03-03,Military - Florida Army National Guard,Short 360,18,3,21,18,3
 Thailand,2001-03-03,Thai Airways,Boeing B-737-4D7,0,5,1,0,1
 Saudi Arabia,2001-03-15,Vnukovo Airlines,Tupolev 154M,162,12,3,2,1
 St. Barthélémy,2001-03-24,Air Caraibes,de Havilland Canada DHC-6 Twin Otter,17,2,19,17,2
 Indonesia,2001-03-26,Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,0,3,3,0,3
 Colorado,2001-03-29,Jetwingsco Inc. - Private Charter,Grummand Gulfstream III,15,3,18,15,3
 Vietnam,2001-04-07,SFC Vietnam - Charter - Full Account,Mil Mi-18 Helicopter,13,3,16,13,3
 Argentina,2001-04-28,Private - Techint  group,Cessna  208B Grand Caravan,8,2,10,8,2
 Iran,2001-05-17,Faraz Qeshm Airlines,Yakovlev YAK-40,25,5,30,25,5
 Argentina,2001-05-17,Fuerza Aérea Argentina,Fokker F-27 Friendship 400M,0,5,5,0,5
 Russia,2001-05-22,Military - Russian Air Force,Antonov 12MGA,0,7,7,0,7
 Indonesia,2001-06-15,Manunggal Air,Transall C-160NG,16,3,1,1,0
 Russia,2001-07-04,Vladivostokavia,Tupolev TU-154M,136,9,145,136,9
 South Korea,2001-07-05,Private  - Daewoo Shipbuilding,Sikorsky S-76B helicopter,9,3,8,7,1
 Venezuela,2001-07-12,Private - Overtec Company,Antonov AN-28 PZL-Mielec M-28 Sky Truck,10,3,13,10,3
 Russia,2001-07-14,Russ Air Transport Company,Ilyushin IL-76,0,10,10,0,10
 Iceland,2001-08-05,Naske Air,Dassault Falcon 20C,1,2,3,1,2
 Arizona,2001-08-10,Papillon Grand Canyon Helicopters of Las Vegas,Aerospatiale AS350 Eurocopter  helicoper,6,1,6,5,1
 Democratic Republic Congo,2001-08-23,Victoria Airlines,Antonov 28,9,2,4,2,2
 New York,2001-08-24,Ameristar Jet Charter,Learjet 25,0,2,2,0,2
 Terceira,2001-08-24,Air Transat,Airbus A-330-243,291,13,0,0,0
 Spain,2001-08-29,Binter Mediterráneo,CASA  CN-235-200,44,3,4,3,1
 Virginia.,2001-09-11,American Airlines,Boeing B-757-223,58,6,64,58,6
 New York,2001-09-11,American Airlines,Boeing 767-223ER,81,11,92,81,11
 New York,2001-09-11,United Air Lines,Boeing B-767-222,56,9,65,56,9
 Pennsylvania,2001-09-11,United Air Lines,Boeing B-757-222,37,7,44,37,7
 Mexico,2001-09-12,Aero Ferinco Charter,LET 410UVP,17,2,19,17,2
 Brazil,2001-09-15,TAM (Brazil),Fokker 100,77,5,1,1,0
 Guatemala,2001-09-18,Atlantic Airlines,LET 410UVP-E,11,2,9,8,1
 Russia,2001-10-04,Sibir Airlines,Tupolev Tu-154M,66,12,78,66,12
 Quebec,2001-10-08,Air Saint Maurice Inc.,de Havilland DHC-2 Mk 1 Beaver,6,1,3,2,1
 Italy,2001-10-08,Scandinavian Airlines (SAS) / Private,MD-87 / Cessna 525A Citation II,106,8,114,106,8
 Spain,2001-10-10,Flightline,Swearingen SA-226AT Merlin IV,8,2,10,8,2
 Alaska,2001-10-10,PenAir,Cessna 208 Caravan,9,1,10,9,1
 Canada,2001-10-11,Perimeter Airlines,Swearingen SA.226TC Metro I,1,2,2,0,2
 Alaska,2001-10-18,ERA Aviation - Air Taxi,Bell 206L,4,1,3,2,1
 Queens,2001-11-12,American Airlines,Airbus A-300-605R,251,9,260,251,9
 Russia,2001-11-19,Charter - IRS Aero,Ilyushin 18V,18,9,27,18,9
 Pennsylvania,2001-11-22,Universal Jet Aviation,Learjet 25B,0,2,2,0,2
 Estonia,2001-11-23,ELK Aviation Co. (leased from Eminex),Antonov AN-28,14,3,2,2,0
 Switzerland,2001-11-24,Crossair,BAE Avro RJ100,28,5,24,21,3
 Nigeria,2001-11-27,MK Airlines,Boeing 747-246F,0,13,1,0,1
 Russia,2001-12-01,Military - Russian. cargo,Ilyushin IL- 76TD,9,9,18,9,9
 Democratic Republic Congo,2001-12-14,Eagle Air,Let 410A,4,2,6,4,2
 Colombia,2001-12-16,Heliandes,Let 410UVP-E,14,2,16,14,2
 Germany,2001-12-26,BAL Bremerhaven Airline,Britten Norman BN-2B Trislander,8,1,8,7,1
 England,2002-01-04,Agco Corp,Canadair CL-604,3,2,5,3,2
 Pakistan,2002-01-09,Military - U.S. Air Force,Lockheed Hercules KC-130R,0,7,7,0,7
 Spain,2002-01-14,Ibertrans Aérea,Embraer EMB-120 Brasilia,0,3,3,0,3
 Mexico,2002-01-15,Procuraduría General de la República,de Havilland DHC-6 Twin Otter 300,15,2,5,5,0
 Indonesia,2002-01-16,Garuda Indonesia Airlines,Boeing B-737-3Q8,54,8,1,0,1
 Ecuador,2002-01-17,Petroproducción,Fairchild FH-227E,21,5,26,21,5
 Angola,2002-01-27,Military - Angolan  Air Force,Antonov AN-12,34,6,5,3,2
 Colombia,2002-01-28,TAME,Boeing B-727-134,83,9,92,83,9
 Iran,2002-02-12,Iran Air Tours,Tupolev TU-154,108,9,117,108,9
 Liberia,2002-02-15,Tiramavia,Antonov 12BP,3,7,1,0,1
 Russia,2002-02-21,Military - Russian Navy,Antonov AN-26,12,8,17,12,5
 Philippines,2002-02-22,Military - U.S. Army,MH-47 Chinook helicopter,4,6,10,4,6
 Italy,2002-03-09,Svedijos Prekés,Antonov 2TP,1,2,3,1,2
 Republic of Djibouti,2002-03-17,Djibouti Airlines,Let 410UVP-E,0,4,4,0,4
 Spain,2002-04-12,Tadair,Swearingen SA.227AC Metro III,0,2,2,0,2
 South Korea,2002-04-15,Air China,Boeing B-767-200ER,155,11,128,120,8
 Colombia,2002-04-19,SELVA Colombia,Antonov AN-32A,5,3,3,3,0
 Nigeria,2002-05-04,EAS Airlines (Executive Airline Services),BAC One-Eleven 525FT,69,8,74,67,7
 Tunisia,2002-05-07,EgyptAir,Boeing B-737-566,56,6,14,11,3
 China,2002-05-07,China Northern Airlines,McDonnell Douglas MD-82,103,9,112,103,9
 Nigeria,2002-05-21,Sky Executive Air Services,LET 410UVP,0,5,5,0,5
 Taiwan,2002-05-25,China Airlines (Taiwan),Boeing B-747-209B,206,19,225,206,19
 Indonesia,2002-05-25,Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 300,2,4,6,2,4
 South Africa,2002-06-01,Airquarius Aviation - Charter,Hawker Siddeley HS-748-372,1,2,3,1,2
 Afghanistan,2002-06-12,Military - U.S. Air Force,Lockheed MC-130H Hercules,2,8,3,0,3
 Germany,2002-07-01,Bashkirian Airlines / DHL Worldwide Express,Tupolev TU-154M / Boeing B-757-23APF,57,14,71,57,14
 Central African Republic,2002-07-04,Prestige Airlines (Cargo) Charter,Boeing B-707-123B,19,8,27,19,8
 Indonesia,2002-07-16,Sabang Merauke Raya Air Charter,Britten-Norman BN-2A Islander,8,2,10,8,2
 Norfork,2002-07-16,Bristow Helicopters,Sikorsky S-76A,9,2,11,9,2
 Nepal,2002-07-17,Skyline Airways,de Havilland Canada DHC-6 Twin Otter 300,2,2,4,2,2
 Russia,2002-07-28,Pulkovo Aviation Enterprise,Iluyshin Il-86,0,16,14,0,14
 Puerto Rico,2002-08-07,Military - U.S. Air Force,Lockheed MC-130H Hercules,3,7,10,3,7
 Sri Lanka,2002-08-15,Military - Sri Lanka Air Force,Yunshuji Y-8D,0,5,5,0,5
 Nepal,2002-08-22,Shangri La Air,de Havilland Canada DHC-6-300 Twin Otter,15,3,18,15,3
 Russia,2002-08-29,Vostok Aviakompania,Antonov AN-28,14,2,16,14,2
 Brazil,2002-08-30,Rico Taxi Aéreo,Embraer 120ER Brasilia,28,3,23,20,3
 Sao Paulo,2002-09-14,Total  Air Lines,ATR 42-300,0,2,2,0,2
 Quebec,2002-09-28,Deraps Aviation,de Havilland Canada DHC-3 Otter,3,1,3,3,0
 India,2002-10-01,Military - Indian Navy,Ilyushin IL-38 / Ilyushin IL-38,0,12,12,0,12
 Luxembourg,2002-11-06,Luxair,Fokker 50,19,3,20,18,2
 Indonesia,2002-11-07,Dirgantara Air Services,Britten-Norman BN-2A-21,9,1,7,6,1
 New Mexico,2002-11-08,Richmor Aviation,IAI 1124A Westwind,0,2,2,0,2
 Philippines,2002-11-11,Laoag International Airlines,Fokker F27 Friendship 100,29,5,19,18,1
 Kenya,2002-11-28,Eagle Aviation,Let 410UVP-E20,18,2,1,0,1
 Papua New Guinea,2002-12-13,Island Airways Ltd.,Britten-Norman BN-2A-26 Islander,7,1,8,7,1
 Illinois,2002-12-17,Planemasters,Cessna 208B Caravan I Super Cargomaster,0,1,1,0,1
 Taiwan,2002-12-21,Transasia Airways,Aérospatiale/Aeritalia ATR-72-202,0,2,2,0,2
 Iran,2002-12-23,Aeromist-Kharkiv,Antonov AN-140,38,6,44,38,6
 Brazil,2002-12-26,Military - Brazilian Air Force,Embraer-110 C-95B Bandeirante,13,3,3,2,1
 Comoros Islands,2002-12-27,Ocean Airlines,Let 410UVP,14,2,1,1,0
 North Carolina,2003-01-08,US Air Express/Air Midwest,Beech BE-1900D,19,2,21,19,2
 Turkey,2003-01-08,Turkish Airlines (THY),BAe Avro RJ-100,75,5,75,71,4
 Peru,2003-01-09,TANS Airlines,Fokker 28 Fellowship 1000,42,4,46,42,4
 Gabon,2003-01-17,Aerocom,Antonov 24B,5,2,7,5,2
 Kenya,2003-01-24,African Commuter Services,Grumman G-159 Gulfstream I,11,2,3,1,2
 East Timor,2003-01-31,Euro Asia Aviation,Ilyushin II-76TD,2,4,6,2,4
 Morocco,2003-02-07,Volare Aviation Enterprise,Antonov 12BP,0,8,8,0,8
 Estonia,2003-02-10,Enimex,Antonov AN-28,0,3,2,0,2
 Kentucky,2003-02-16,Air Taxi - Great Northern Aircraft Co.,Cessna 421,6,1,3,2,1
 Iran,2003-02-19,Military - Islamic Revolution's Guards Corps,Ilyushin Il-76MD,257,18,275,257,18
 Pakistan,2003-02-20,Military - Pakistan Air Force,Fokker F-27 Friendship 200,9,8,17,9,8
 Russia,2003-03-01,Private - Kabanov - skydiving,Let L-410UVP,23,2,11,9,2
 Algeria,2003-03-06,Air Algerie,Boeing B-737-2T4,97,6,102,96,6
 Indonesia,2003-03-27,PT Air Regional,de Havilland Canada DHC-6 Twin Otter,14,2,4,2,2
 Iowa,2003-03-28,Morris Hancock Flying Club - Charter,Beech A36,2,1,3,2,1
 Turkey,2003-05-26,Ukranian-Mediterranean Airlines,Yakovlev 42D,62,13,75,62,13
 Alaska,2003-05-28,McKinley Air Service - Air Taxi,Cessna 185,3,1,4,3,1
 Italy,2003-06-01,Eurojet Italila,Gates Learjet 45,0,2,2,0,2
 New Zealand,2003-06-06,Charter - Air Adventures New Zealand Ltd,Piper PA-31-350 Navajo Chieftain,9,1,8,7,1
 Hawaii,2003-06-15,Paradise Tour Helicopters,McDonnell Douglas 369D,3,1,4,3,1
 France,2003-06-22,Brit Air,Canadair CRJ-100ER,21,3,1,0,1
 Alaska,2003-06-25,Hallo Bay Air - Air Taxi,Cessna 180H,2,1,3,2,1
 Namibia,2003-06-26,Comvac Aviation,Cessna 208B Grand Caravan,3,1,4,3,1
 Algeria,2003-06-30,Military - Algerian Air Force,Lockheed C-130H Hercules,0,4,4,0,4
 Sudan,2003-07-08,Sudan Airways,Boeing 737-2J8C,106,11,117,106,11
 Venezuela,2003-07-13,Ruiban & Duran Compania Aérea,Let 410UVP-E,8,2,4,4,0
 Bahamas,2003-07-13,Air Sunshine,Cessna 402C,9,1,2,2,0
 Kenya,2003-07-19,Ryan Blake Air Charter,Swearingen SA-226T Metro II,12,2,14,12,2
Kauai,2003-07-23,Jack Harter Helicopters,Bell 206B,4,1,5,4,1
 Connecticut,2003-08-04,Jet Pro,Gates Learjet 35A,0,2,2,0,2
 Venezuela,2003-08-08,Servicios Aeronauticos Sucre (SASCA),Cessna 208B Grand Caravan,14,2,1,0,1
 Haiti,2003-08-24,Tropical Airways,Let 420UVP-E,19,2,21,19,2
 Massachusetts,2003-08-26,US Airways Express,Beechcraft 1900D,0,2,2,0,2
 Canada,2003-09-11,Wasaya Airways,Cessna 208B Grand Caravan,7,1,8,7,1
 Mexico,2003-09-19,Military - Mexican Air Force,Lockheed C-130A Hercules,0,6,6,0,6
 Texas,2003-09-19,Ameristar Jet Charter,Learjet 25B,0,2,1,0,1
 Arizona,2003-09-20,Sundance Helicopters,Aerospatiale AS350BA,6,1,7,6,1
 Quebec,2003-09-27,Les Ailes de Gaspé Inc.,Piper PA31-310,2,1,3,2,1
 New Zealand,2003-10-03,Air Freight New Zealand,Convair CV-580F,0,2,2,0,2
 Venezuela,2003-10-11,Transmandu,Antonov AN-2TP,0,2,1,0,1
 Argentina,2003-10-26,CATA Linea Aerea,Fairchild Hiller FH-227B,0,5,5,0,5
 Mexico,2003-10-27,Aeroextra,Hawker 800A,0,3,3,0,3
 Wyoming,2003-10-29,FedEx,Cessna 208B Caravan I Super Cargomaster,0,1,1,0,1
 Australia,2003-11-08,Heliwork WA Pty Ltd. - Air Taxi,Robertson R44 helicopter,3,1,4,3,1
 Guyana,2003-11-08,Trans Guyana Airways,Shorts SC-7 Skyvan 3M Variant 100,4,3,2,1,1
 Washington,2003-11-29,Ameriflight,Swearingen SA227AT Merlin IVC,0,1,1,0,1
 Ontario,2003-12-16,Huron Air,de Havilland DHC-3 Otter,2,1,2,1,1
 Colombia,2003-12-18,Líneas Aéreas Suramericanas,Douglas DC-9-15F,0,3,3,0,3
 California,2003-12-23,Pavair,Gates Learjet 24B,0,2,2,0,2
 Benin,2003-12-25,Union des Transports Aeriens de Guinee,Boeing B-727-223,151,10,140,132,8
 Egypt,2004-01-03,Flash Air,Boeing B-737-3Q8,135,13,148,135,13
 Uzbekistan,2004-01-13,Uzbekistan Airways,Yakovlev YAK-40,32,5,37,32,5
 Bosnia-Herzegovina,2004-02-06,Military - Government of Macedonia,Beechcraft Super King Air 200,7,2,9,7,2
 United Arab Emirates,2004-02-10,Kish Airlines,Fokker F-50,40,6,43,37,6
" Azerbaijan	Bakou",2004-03-04,Azov Avia Airlines,Ilyushin II-76,0,7,3,0,3
 Nevada,2004-03-16,Military - United States Air Force,Beechcraft 1900C,4,1,5,4,1
 Texas,2004-03-21,Air Ambulance - Med-Trans Corp.,Bell 407,4,1,4,3,1
 Mexico,2004-05-02,Procuradoria General de la Republica,Rockwell Gulfstream Jetprop 840,5,2,7,5,2
 Colombia,2004-05-05,Aerotransportes Petroleros,Swearingen SA227AC Metro III,5,2,3,1,2
 Sudan,2004-05-11,El Magal Aviation,Antonov AN-12,0,7,7,0,7
 Brazil,2004-05-14,Rico Linhas Aereas,Embraer 120ER Brasilia,30,3,33,30,3
 China,2004-05-18,AZAL Cargo Company,Ilyushin II-76TD,0,7,7,0,7
 Kazakhstan,2004-05-18,Aray-Avia,PZL-Mielec AN-2R,10,2,1,1,0
 Kenya,2004-05-23,Blue Bird Aviation,Let 410UVP,0,2,2,0,2
 Nepal,2004-05-25,Yeti Airlines,de Havilland DHC-6 Twin Otter 300,0,3,3,0,3
 Gabon,2004-06-08,Gabon Express,BAe HS-748-232 Srs 2A,26,4,19,18,1
 British Virgin Islands,2004-07-12,Dodita Air Cargo,Convair CV-440,0,2,1,0,1
 Papua New Guinea,2004-07-29,Airlines of PNG,de Havilland DHC-6 Twin Otter 300,0,3,2,0,2
 Ohio,2004-08-13,Air Taroma,Convair CV-580,0,2,1,0,1
 Venezuela,2004-08-21,Military - Venezuelan Air Force,Shorts 360,22,3,25,22,3
 Russia,2004-08-24,Sibir Airlines,Tupolev 154B-2,38,8,46,38,8
 Russia,2004-08-24,Volga-Avia Express,Tupolev 134A-3,34,7,41,34,7
 Alaska,2004-08-27,Mavrik Aire Transport,de Havilland DHC-3 Otter,2,1,1,1,0
 Mexico,2004-09-09,Jett Paqueteria SA,Rockwell CT-39A Sabreliner,0,2,2,0,2
 Puerto Rico,2004-09-29,Air Flamence,Pilatus-Britten Norman BN-2A-27 Islander,0,1,1,0,1
 Sudan,2004-10-05,Sarit Airlines,Antonov AN-12,0,4,4,0,4
 Nova Scotia,2004-10-14,MK Airlines,Boeing 747-244B-SF,0,7,7,0,7
 Missouri,2004-10-14,Pinnacle Airlines/Northwest Airlink,Canadair CRJ200LR RegionalJet,0,2,2,0,2
 Colombia,2004-10-15,Aerovanguardia,Douglas DC-3C,0,3,3,0,3
 Philippines,2004-10-16,Pacific Air,Pilatus Britten-Norman BN-2A-21 Islander,0,2,2,0,2
 Missouri,2004-10-19,Corporate Airlines (American Connection),Bae Jetstream 3201,13,2,13,11,2
 California,2004-10-24,Med Flight Air Ambulance - Private,Learjet 35A,4,1,5,4,1
 Virginia,2004-10-24,Private - Hendrick Motorsports Inc.,Beech 200 Super King Air,8,2,10,8,2
 Venezuela,2004-11-18,Venezolana,BAe 3101 Jetstream 31,19,2,3,3,0
 Inner Mongolia,2004-11-21,China Eastern Airlines,Bombardier CRJ200,47,6,53,47,6
 Texas,2004-11-22,Business Jet Services,Grumman Gulfstream G3,0,3,3,0,3
 Afghanstan,2004-11-27,Presidental Airways Inc. - Air Taxi,CASA 212-CC,3,3,6,3,3
 Colorado,2004-11-28,Glow Air/Air Castle - Charter,Canadair CL-601-2A12 Challenger,3,3,3,1,2
 Indonesia,2004-11-30,Lion Air,McDonnell-Douglas MD-82,156,7,25,23,2
 Venezuela,2004-12-10,Guardia Nacional de Venezuela,PZL-Mielec M28,13,3,16,13,3
 Saudi Arabia,2004-12-11,Airline Transport,Ilyushin II-76TD,0,7,1,0,1
 Brazil,2004-12-11,NHR Táxi-Aéreo,Embraer EMB-110 Bandeirante,0,2,2,0,2
Siberia,2005-01-13,Tura Air Enterprise,Antonov AN-2,7,2,9,7,2
 New Hampshire,2005-01-13,AirNow,Embraer EMB-110 Bandeirante,0,1,1,0,1
 Hungary,2005-01-27,Farnair Hungary,Let 410UVP-E4,0,2,2,0,2
 Iraq,2005-01-30,Military - Royal Air Force,Lockheed Hercules C.1,8,2,10,8,2
 Afghanistan,2005-02-03,Kam Air,Boeing B-737-200,96,8,104,96,8
 Sudan,2005-02-03,Air West,Ilyushin 76TD,0,7,7,0,7
 Colorado,2005-02-16,Circuit City Stores - Charter,Cessna 560 Citation V,6,2,8,6,2
 Papua,2005-02-22,Missionary Aviation Fellowship,de Havilland DHC-6 Twin Otter 300,10,3,2,0,2
 Venezuela,2005-03-08,Air Global,Cessna 500 Citation I,0,2,2,0,2
 United Kingdom,2005-03-15,Loganair,Pilatus-Britten Norman BN-2B-26 Islander,1,1,2,1,1
 Russia,2005-03-16,Regional Airlines,Antonov 24,45,7,28,26,2
 Tanzania,2005-03-23,Air Transport,Ilyushin IL-76TD,0,8,8,0,8
 Providencia Island,2005-03-26,West Caribbean Airways,Let-410UVP-E,12,2,8,6,2
 Albania,2005-03-31,Military - U.S. Air Force,Lockheed Hercules MC-130H,0,9,9,0,9
 Indonesia,2005-04-12,GT Air,de Havilland Canada DHC-6 Twin Otter 100,15,3,18,15,3
 Iran,2005-04-20,Saha Airline Services,Boeing B-707-3J9C,157,12,3,3,0
 Peru,2005-04-28,Military - Fuerza Del Peru,Let 410UVP,11,2,13,11,2
 New Zealand,2005-05-02,Airwork NZ,Swearingen SA.227AC Metro III,0,2,2,0,2
 Democratic Republic Congo,2005-05-05,Kisangani Airlift,Antonov AN-26,7,4,10,6,4
 Queensland,2005-05-07,Aero-Tropics,Swearingen SA-227AC Metro III,13,2,15,13,2
 Argentina,2005-05-16,Transportes Aereos Don Carlos - Charter,Beech 65-A80 Queenaire,9,1,10,9,1
 Zambia,2005-05-18,Military - Zambia Air Force,Yunshuji Y-12,8,5,13,8,5
 Congo,2005-05-25,Charter - Maniema Union (owner Victoria Air),Antonov AN-12BP,22,5,27,22,5
 Sudan,2005-06-02,Marsland Aviation,Antonov AN-24B,36,6,7,6,1
 Equatorial Guinea,2005-07-16,Ecuatair,Antonov AN-24B,54,6,60,54,6
 Canada,2005-08-02,Air France,Airbus A-340,297,12,0,0,0
 Italy,2005-08-06,Tuninter,ATR-72-202,35,4,16,14,2
 Estonia,2005-08-10,Copterline,Sikorsky S-76C,12,2,14,12,2
 Greece,2005-08-14,Helios Airways,Boeing 737-31S,115,6,121,115,6
 Venezuela,2005-08-16,West Caribbean Airways,McDonnell Douglas MD-82,152,8,160,152,8
 Peru,2005-08-23,TANS Peru,Boeing B-737-244,92,6,40,36,4
 Indonesia,2005-09-05,Mandala Airlines,Boeing 737-230,112,5,99,94,5
 Democtratic Republic Congo,2005-09-05,Kavatshi Airlines,Antonov 26B,7,4,11,7,4
 Congo,2005-09-09,Air Kasai,Antonov AN-26A,11,3,14,11,3
 Democratic Republic Cogo,2005-10-04,Wimbi Dira Airways,Antonov 12V,96,4,2,2,0
 Nigeria,2005-10-22,Bellview Airlines,Boeing B-737-2L9,111,6,117,111,6
 Iran,2005-12-06,Military - Islamic Republic of Iran Air Force,Lockheed C-130B Hercules,84,10,94,84,10
 Illinois,2005-12-08,Southwest Airlines,Boeing B-737-7H4,98,5,0,0,0
 Nigeria,2005-12-10,Sosoliso Airlines,McDonnell DC-9-32,103,7,108,101,7
 Florida,2005-12-19,Chalk's Ocean Airways,Grumman G73T Turbo Mallard,18,2,20,18,2
 Azerbaijan,2005-12-23,Azerbaijan Airlines,Antonov AN-140-100,18,5,23,18,5
 Uganda,2006-01-08,Service Air,Antonov 12,0,6,6,0,6
 Iran,2006-01-09,Military - Iranian Revolutionary Guard Corps Air Force,Dassault Falcon 20,8,3,11,8,3
 Hungary,2006-01-19,Military - Slovak Air Force,Antonov AN-24V,35,8,42,34,8
 Wisconson,2006-02-05,Air Cargo Carriers,Shorts 360-100 /Shorts 360-300,1,2,3,1,2
 Tennessee,2006-02-08,TriCoastal Air,Swearingen SA.226TC Metro II,0,1,1,0,1
 Brazil,2006-03-31,Team Air,Let L410UVP-E20,17,2,19,17,2
 Kenya,2006-04-10,Military - Kenya Air Force,Harbin Yunshuji Y-12-II,13,4,14,12,2
 Cameroon,2006-04-23,Military - Lybian Arab Air Force,Antonov 74TK-200,0,6,6,0,6
 Afghanistan,2006-04-24,U.S. Government (leased),Antonov AN-32B,12,4,2,0,2
 Russia,2006-05-03,Armavia,Airbus A320-211,105,8,113,105,8
 Saskatchewan,2006-05-14,Saskatchewan Government Northern Air Operations,Convair CV-580,0,3,1,0,1
 Chad,2006-06-11,Military - Chadian Air Force,Lockheed C-130 Hercules,0,7,5,0,5
 Napal,2006-06-21,Yeti Airlines,de Havilland Canada DHC-6 Twin Otter 300,6,3,9,6,3
 Democratic Republic Congo,2006-07-07,Mango Airlines,Antonov AN-12B,2,3,5,2,3
 Russia,2006-07-09,Sibir (S7),Airbus A-310-324ET,195,8,125,120,5
 Pakistan,2006-07-10,Pakistan International Airlines,Fokker F-27 Friendship 200,41,4,45,41,4
 Democratic Republic Congo,2006-08-03,Tracep,Antonov AN-28,14,3,17,14,3
 Vermont,2006-08-04,AirNow,Embraer 110 Bandeirante,0,1,1,0,1
 Italy,2006-08-13,Air Algerie,Lockheed L-100-30 Hercules,0,3,3,0,3
 Ukraine,2006-08-22,Pulkovo Airlines,Tupolev Tu-154M,160,10,170,160,10
 Kentucky,2006-08-27,Comair,Canadair CRJ-200ER,47,3,49,47,2
 Iran,2006-09-01,Iran Air Tours,Tupolev Tu-154M,137,11,29,29,0
 Afghanistan,2006-09-02,Military - Royal Air Force,British Aerospace Nimrod MR-2,12,2,14,12,2
 Nigeria,2006-09-17,Military - Nigerian Air Force,Dornier 228,15,3,13,11,2
 Brazil,2006-09-29,Gol Airlines / Private,Boeing B-737-8EH /EMB-135JB,153,8,154,148,6
 Norway,2006-10-10,Atlantic Airways,BAe 146-200,12,4,4,3,1
 Russia,2006-10-19,Military - Russian Air Force/Uzbekistan Airways,Antonov An-2,13,2,15,13,2
 Nigeria,2006-10-29,ADC Airlines,Boeing 737-2B7,100,5,96,92,4
 Indonesia,2006-11-17,Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 300,9,3,12,9,3
 Colombia,2006-11-18,Aerosucre Colombia,Boeing 727-23F,2,3,5,2,3
 Iran,2006-11-27,Military - Iranian Revolutionary Guard Corps Air Force,Antonov 74T-200,32,6,38,32,6
